x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,sign_label
0.1736633479595184,0.7042480111122131,0.168858453631401,0.6443451642990112,0.1613996624946594,0.5859490036964417,0.1456320285797119,0.5464881062507629,0.1308203041553497,0.5195410251617432,0.1820692270994186,0.5441804528236389,0.1522324830293655,0.4840351343154907,0.1303158849477768,0.4439184069633484,0.1115275546908378,0.4114327132701874,0.1818618923425674,0.5600585341453552,0.1332066357135772,0.5032392740249634,0.0976686403155326,0.4640460312366485,0.0662165060639381,0.4359852969646454,0.1719498634338379,0.5904735326766968,0.1054185330867767,0.5707302689552307,0.0816890597343444,0.5895142555236816,0.0708683878183364,0.6123958230018616,0.1539521515369415,0.6263073682785034,0.1059372872114181,0.6019159555435181,0.0784494653344154,0.5933424234390259,0.0580062344670295,0.5925785899162292,177.30712927447988,150.608919319745,136.17171183110702,107.39115792350134,131.1229639553243,165.4983582619841,177.73628600098186,178.3741959405196,125.10692732812822,170.3924148461997,v
0.2010211050510406,0.6879833340644836,0.203510046005249,0.6356965899467468,0.1897055655717849,0.5847493410110474,0.1527374535799026,0.5691630244255066,0.1223551481962204,0.5686144828796387,0.2070698887109756,0.5282334685325623,0.1918375194072723,0.4632153511047363,0.1815373003482818,0.4177405834197998,0.1720737516880035,0.3826997876167297,0.1897251904010772,0.5406957864761353,0.152981236577034,0.4777652621269226,0.1310720890760421,0.4394405484199524,0.1131351068615913,0.4052280783653259,0.1729210019111633,0.5671815872192383,0.1245186477899551,0.5600957870483398,0.1356160044670105,0.5868436098098755,0.1525855213403701,0.6010259985923767,0.1546085923910141,0.5980744361877441,0.1234201937913894,0.5917471051216125,0.1287755221128463,0.609642505645752,0.1398541927337646,0.6199437975883484,162.11404304902948,164.64619512311438,154.1057416818969,111.4234769312002,128.77176495557012,128.02166013735842,179.57699224555034,179.47551888842335,59.13843252037569,61.87159910059009,v
0.2213830053806305,0.6894253492355347,0.2324774861335754,0.6479059457778931,0.2237143516540527,0.5981467962265015,0.1885695457458496,0.5705927014350891,0.1571276783943176,0.5592359900474548,0.23970627784729,0.5292912721633911,0.2323039919137954,0.4611634910106659,0.224260613322258,0.417197972536087,0.2168583571910858,0.3807302117347717,0.2126628458499908,0.5359528660774231,0.1903297752141952,0.4681865572929382,0.1687692105770111,0.4270610809326172,0.1511165201663971,0.3916302323341369,0.191255897283554,0.5568944215774536,0.1537251323461532,0.546532154083252,0.159050315618515,0.5873077511787415,0.1715265810489654,0.613197922706604,0.1750251650810241,0.584381639957428,0.14607834815979,0.5761524438858032,0.1526752710342407,0.6062946319580078,0.1670539379119873,0.627888560295105,155.05141963008552,167.27131417481127,165.01183764496344,118.241776522883,129.68255217351577,138.0850174367149,175.83356639187724,170.57379838465832,67.12457392412273,61.7851438029914,v
0.247647613286972,0.6870711445808411,0.2586457729339599,0.6364867091178894,0.2521002292633056,0.5831692814826965,0.2151783853769302,0.5529086589813232,0.1844741851091385,0.5399605631828308,0.2675092220306396,0.5272139310836792,0.2629204988479614,0.4597494602203369,0.2585310637950897,0.4176561236381531,0.2551329433917999,0.3826997280120849,0.2400884330272674,0.5327840447425842,0.2174624055624008,0.4635963439941406,0.2000160962343216,0.422338992357254,0.1883251518011093,0.3880526423454284,0.2192137539386749,0.5519845485687256,0.1920441389083862,0.5353425145149231,0.1975396126508712,0.5687568187713623,0.2081987112760543,0.5932281017303467,0.2042863368988037,0.5760132074356079,0.1837816089391708,0.5606685876846313,0.1891268044710159,0.5831934213638306,0.199646845459938,0.6032096147537231,160.73462987679935,169.02644030915172,164.69594202639126,133.3749133422342,148.13675766909554,136.3364899930712,177.93787882767955,175.18715506850876,49.17201642898644,39.84132487937016,v
0.2747963964939117,0.6852085590362549,0.2923210859298706,0.6365577578544617,0.2847790420055389,0.5836986899375916,0.2471956461668014,0.5537098050117493,0.2171097695827484,0.5413308143615723,0.2967967391014099,0.5274916887283325,0.2944952845573425,0.4620071053504944,0.2913722991943359,0.4220410585403442,0.2893652617931366,0.3884260654449463,0.2683190405368805,0.5312424302101135,0.2502658665180206,0.4640645980834961,0.2343293577432632,0.4244086146354675,0.2231319695711136,0.3907971382141113,0.2455025613307953,0.5481786727905273,0.2201632112264633,0.5283737778663635,0.2245663255453109,0.564793050289154,0.2330004125833511,0.5922716856002808,0.2280719131231308,0.5706273913383484,0.2100015878677368,0.5442611575126648,0.2158848941326141,0.5713663697242737,0.2261886000633239,0.5970351696014404,152.07000587489557,170.04607164849995,167.3669032226532,140.07758989460774,167.75977322394027,136.70765962409163,177.54476262529212,173.148446739769,45.09565577035815,22.17878397669031,v
0.3375608325004577,0.6556427478790283,0.3541629910469055,0.6212665438652039,0.3532291650772095,0.575807511806488,0.3248167634010315,0.5459384322166443,0.3023111522197723,0.5338180065155029,0.3677672445774078,0.53256756067276,0.3718807399272918,0.4745579957962036,0.3726963102817535,0.4385240972042084,0.3734044432640075,0.4082649648189544,0.3424602448940277,0.5346118807792664,0.3317705392837524,0.4789586961269378,0.3205045759677887,0.441534161567688,0.3125753104686737,0.4096441268920898,0.3229336440563202,0.5493365526199341,0.3028597235679626,0.5314297080039978,0.3058375716209411,0.5611344575881958,0.3125190734863281,0.5802770256996155,0.3080838918685913,0.5710605978965759,0.2927485704421997,0.5523810982704163,0.2975908815860748,0.5717755556106567,0.3060201704502105,0.5889045000076294,153.04473683131965,170.26652032705377,166.80910426730736,139.56881621199983,159.82849121582674,137.6085559856341,177.24048703600198,174.11934008468194,42.54092220049599,25.366275390940437,v
0.3304883539676666,0.6864503622055054,0.3450597524642944,0.6254658102989197,0.3413686752319336,0.5748078227043152,0.3142596185207367,0.5450279712677002,0.2911112606525421,0.5376352667808533,0.3528823256492615,0.5316823124885559,0.3611094951629638,0.4682240784168243,0.3629642128944397,0.4340144097805023,0.3660156726837158,0.4047378599643707,0.3295414745807647,0.5382872223854065,0.324181854724884,0.474690705537796,0.3166695535182953,0.4370515346527099,0.312858909368515,0.4088951051235199,0.3092635869979858,0.5547863245010376,0.2958219945430755,0.5333707332611084,0.3017489314079284,0.5607958436012268,0.310960978269577,0.5810413360595703,0.2927186191082001,0.5756516456604004,0.2804835736751556,0.553650975227356,0.2884097099304199,0.5708183646202087,0.298588216304779,0.5882354378700256,162.39456859026546,179.15382004108878,175.54892039746352,157.0429028862956,169.74415053811492,141.85528292384646,175.71629853768823,173.5300446539387,19.919775684004744,4.296736118980194,v
0.3549237251281738,0.6829348802566528,0.3703724145889282,0.6319403648376465,0.3680255711078644,0.5801027417182922,0.341518759727478,0.5484905242919922,0.316871166229248,0.5336740016937256,0.38152015209198,0.5334734320640564,0.3850923776626587,0.4769882559776306,0.3856799602508545,0.4420502185821533,0.38660329580307,0.4121403694152832,0.3568243682384491,0.5375946760177612,0.3454156219959259,0.4801912903785705,0.3349119126796722,0.4447220265865326,0.3272349238395691,0.4154226183891296,0.3363634347915649,0.5545673370361328,0.3141837120056152,0.5360035300254822,0.3205398917198181,0.5656771063804626,0.3305009007453918,0.585451066493988,0.3200194537639618,0.5755232572555542,0.3029886484146118,0.557070255279541,0.3092066943645477,0.5771466493606567,0.3200659155845642,0.5935282111167908,160.55373683399145,173.52859576081246,168.00989305630168,138.15560414202318,155.29718299266105,142.61238254420942,177.34483043603635,174.74498789820657,37.98136572857605,25.496044402511323,v
0.3644242882728576,0.6821044683456421,0.3809777200222015,0.6317844390869141,0.3769659698009491,0.5817381739616394,0.3502801060676574,0.5509912967681885,0.3255925476551056,0.5358289480209351,0.3914845585823059,0.5358972549438477,0.3959629535675049,0.4803421795368194,0.3981528282165527,0.4465514123439789,0.400260865688324,0.4175555109977722,0.3674871921539306,0.5399115681648254,0.3569703698158264,0.4832404553890228,0.3477323651313782,0.4481285810470581,0.3414970934391022,0.4206809997558594,0.3475346267223358,0.5556436777114868,0.3277337551116943,0.5327745676040649,0.3305829763412475,0.5616980195045471,0.3375652730464935,0.5821630358695984,0.3321517705917358,0.5747720003128052,0.3161022067070007,0.5568022727966309,0.3209838271141052,0.5742740035057068,0.3307313024997711,0.5902169942855835,157.2076257832585,174.1230098579686,168.2528635456794,146.72005265059516,154.9654188928142,143.62767483637634,179.09922562487571,175.772580295588,35.26115364016205,26.159039973153966,v
0.3717933595180511,0.6840210556983948,0.3881843388080597,0.634965717792511,0.3850450813770294,0.5866060256958008,0.3605200946331024,0.554906964302063,0.3365017175674438,0.5373676419258118,0.4008190631866455,0.5390937924385071,0.4055523872375488,0.4845608174800873,0.4080279171466827,0.4512118101119995,0.4101626276969909,0.4226151406764984,0.3767556548118591,0.5425198674201965,0.3661858141422272,0.4857812523841858,0.3578107953071594,0.4508494138717651,0.3520765006542206,0.4239789247512817,0.3569211363792419,0.558171272277832,0.3369407057762146,0.5337551832199097,0.3404147922992706,0.5643974542617798,0.3478061854839325,0.5858014822006226,0.3416310250759125,0.5773226618766785,0.325931966304779,0.5578030943870544,0.3309046626091003,0.5768293142318726,0.3409202992916107,0.5933963656425476,157.80972448860243,173.63546326089872,167.43885015991674,147.4451274504484,156.9761737686365,145.98566225769096,179.28464059997077,177.0703110763026,32.826185398945384,24.161586626224448,v
